product_id,name,description,price,quantity,image_url,discount,sold,rating
P0011,"(sale 3 ngày)Sục crocs clog bae cao 9cm chính hãng, tặng kèm charm gắn dép. C.roc.s shoes . Giầy sục thời trang nữ xuất khẩu xịn. Giầy dép crocs đi mưa",,420000,657,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/10.jpg,0.7,57,
P0012,Đầm mini thời trang nữ chất thun tăm cao cấp tay ngắn cổ sơ mi thêu nơ ôm boddy váy xoè mẫu mã y hình,,49000,131,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/11.jpg,0.62,17,
P0013,Dép kẹp cao gót 5cm-7cm-9cm thời trang nữ,,49500,838,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/12.jpg,0.0,191,
P0014,Cross BROOKLYN SLIDE Giày CrossGót Mềm Thoải Mái Thời Trang Nữ|208728,,126000,860,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/13.jpg,0.3,13,
P0015,Quần Culottes Nam Nữ Phối Dây Rút Mặc 2 Kiểu Bo Gấu Cá Tính Hoặc Culottes Basic Thời Trang Năng Động 4MENHCM JOGGER NAM 9000064V2,,37000,190,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/14.jpg,0.76,83,
P0016,Váy đầm thời trang nữ sang chảnh dự tiệc chất nhung cổ tròn tay ngắn phối voan bi dáng xòe maxi tạo điểm nhấn dễ thương,,139000,508,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/15.jpg,0.0,276,
P0017,Giày Nữ Thoải Mái Mẫu Mới Mùa Hè 2024 Giày Nữ Thoáng Khí Dệt Bay Giày Đơn Nữ Thời Trang Giày Đế Bằng Rỗng Mềm Mại,,65000,202,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/16.jpg,0.5,31,
P0018,Kẹp Phồng Chân Tóc Lược Tạo Phồng Chân Tóc Mái Thời Trang Hàn Quốc 3 Răng 6 Răng Cho Nữ Giúp Bạn Tạo Kiểu Xinh Yêu,,25000,141,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/17.jpg,0.14,68,
P0019,Đầm Xòe Cổ Đính Nơ Thời Trang,,49000,523,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/18.jpg,0.46,58,
P0020,"Giày thể thao basic nam nữ màu đen đế đen thời trang, giày sneaker đế cao",,169000,842,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/19.jpg,0.43,277,
P0021,(HCM) ĐẦM XÒE VOAN HOA CAO CẤP - DÀI QUA GỐI THỜI TRANG NỮ XINH XẮN-TIỂU THƯ CHO CÁC NÀNG MẪU MỚI NHẤT HIỆN NÀY,,199000,789,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/20.jpg,0.5,233,
P0022,Set bộ đồ bà ba thời trang nữ mặc đi chơi chất đũi vân mây thuê hoa sen nút tàu tay lửng quần lưng thun dài maxi,,197000,718,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/21.jpg,0.45,31,
P0023,DÉP KẸP THỜI TRANG NỮ CAO 12CM,,99900,709,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/22.jpg,0.0,38,
P0024,Quần Áo Golf Mẫu Mới STANDREWS Thời Trang Nữ Tay Ngắn POLO Áo Ôm Dáng Thoáng Khí Dễ Phối Giản Dị T Áo Thun,,832144,114,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/23.jpg,0.02,14,
P0025,Năm 2024 Thời Trang Nữ Nửa Cắt Dép Khoét Hở Giày Sandal Trung Niên Đế Mềm Chống Thấm Nước Chống Trơn Trượt Mùa Hè Đế Bằng Nhựa PVC,,75200,845,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/24.jpg,0.0,52,
P0026,"Áo trễ vai 2 tầng tiểu thư babydoll , Áo trễ vai bèo ôm eo tôn dáng phong cách hàn quốc thiết kế đi biển đi chơi",,39000,276,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/25.jpg,0.61,36,
P0027,Quần Short Thể Thao Thời Trang Nữ Mùa Hè Nhanh Khô Hai Lớp Chống Ánh Sáng Thể Dục Quần Chạy Bộ Quần Short Tập Luyện Eo Rộng,,164900,469,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/26.jpg,0.0,2,
P0028,Giày Trắng Giày Đế Bằng Thời Trang Mẫu Mới Xuân Thu Cho Nữ Giày Nữ Thoáng Khí Giày Đơn Nổi Tiếng Trên Mạng Giày Trắng Thường Ngày,,100000,252,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/27.jpg,0.33,8,
P0029,"Quần Jogger Thể Thao Nam Nữ Chất Kaki Rộng, Phong Cách Đường Phố - Hoàn Hảo Cho Tập Gym, Chạy Bộ, Thời Trang Xuân Thu Sport Tập Thể Dục Thể Dục Trang Phục",,89000,255,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/28.jpg,0.44,180,
P0030,Giày cao gót slingback Erosska thời trang nữ kiểu dáng basic màu nude - EH015,,199000,54,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/29.jpg,0.43,34,
P0031,Cole Haans 2025 Thiết kế đơn giản Giày thể thao cho sinh viên Giày trượt thời trang Giày nữ giản dị Giày thể thao nam Giày thể thao cho trường học,,446000,777,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/30.jpg,0.47,23,
P0032,"[Hoàn Tiền 15%] Quần jean nữ cao cấp,chất liệu denim,from chuẫn,ảnh thật shop tự chụp thời trang DIỄM NHI SHOP KV030",,69000,979,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/31.jpg,0.47,62,
P0033,[3 SIZE 40-58KG TÙY CHIỀU CAO] QUẦN JEAN SUÔNG XANH LOANG PHONG CÁCH TRẺ TRUNG THỜI TRANG ĐI CHƠI ĐI LÀM,,119000,882,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/32.jpg,0.5,267,
P0034,QUẦN JEAN NỮ BAGGY ỐNG SUÔNG RỘNG THÊU NƠ LƯNG CAO NÂNG MÔNG PHONG CÁCH SIÊU XINH XẮN -PARIS FASHION,,89000,532,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/33.jpg,0.44,45,
P0035,"[Hoàn Tiền 15%] Quần jean nữ đen trơn cao cấp - quần jean nữ thời trang hàn quốc lưng cao-Chất liệu denim-không phai màu , quần co giãn tốt , tôn dáng , hàng chuẩn form DIỂM NHI SHOP MS520",,69000,952,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/34.jpg,0.51,103,
P0036,QUẦN JEANS CHẤT BÒ ỐNG RỘNG NỮ LƯNG CẠP CAO RÁCH PHONG CÁCH CAO CẤP MỚI - DB 5645 - PARIS FASHION,,89000,337,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/35.jpg,0.44,51,
P0037,"(3 SIZE 42-65KG) QUẦN BAGGY CÓ LOGO TRƯỚC, CHẤT TĂM MỊN MÁT THỜI TRANG PHÙ HỢP ĐI HỌC ĐI LÀM ĐI CHƠI",,79000,196,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/36.jpg,0.6,515,
P0038,Dép Đế Dày Đế Xuồng Họa Tiết Hoa Mùa Hè Đi Biển Thời Trang Đa Năng Chống Trượt Đế Cao Su Cho Nữ Dép Xăng Đan,,56500,318,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/37.jpg,0.5,43,
P0039,[ BẢN SẮC ] QUẦN JEANS ỐNG RỘNG NỮ LƯNG CAO MÀU TRẮNG LAI CUỐN MỀM MỊN CÁ TÍNH NITI2 TUNG BAY MÚA LƯỢN PHONG CÁCH,,119000,215,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/38.jpg,0.37,33,
P0040,"QUẦN JEANS DÀI ỐNG RỘNG PHONG CÁCH UNISEX, QUẦN JEANS CẠP CAO HIP HOP PHONG CÁCH HÀN QUỐC CAO CẤP - DUBAI FASHION",,119000,849,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/39.jpg,0.43,301,
P0041,QUẦN JEAN ỐNG RỘNG NỮ LƯNG CAO MÀU XANH HADI ( HÌNH THẬT),,119000,99,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/40.jpg,0.5,1,
P0042,AA18-Women Loafers Patches Stitching Flat slippers Woman Summer Flats Soft Candy Colors Genuine Leather Moccasins Loafers,,46063,653,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/41.jpg,0.52,24,
P0043,"Dép nhân vật màu đỏ,Dép thời trang,Dép chéo đan vuông,Dép đáy phẳng mùa hè mới cho phụ nữ,Thời trang nữ Instagram,,",,23600,205,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/42.jpg,0.0,91,
P0044,Áo thun lưới nữ thể thao thời trang,,59000,282,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/43.jpg,0.0,33,
P0045,"(18-52kg) Quần túi hộp thời trang cho bé gái từ 5-16 tuổi, quần dài mùa hè, mùa thu đông trẻ em nữ, chất da cá",,79000,562,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/44.jpg,0.5,137,
P0046,Zanzea phong cách Hàn Quốc Đầm nữ tay ngắn đơn giản bữa tiệc in hoa lỏng Mini váy chữ A #7,,145451,794,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/45.jpg,0.49,130,
P0047,Quần Đùi Short Thể Thao Có Túi Quần Tập GYM Yoga Aerobic Ngắn Co Giãn 4 chiều Thời Trang Mới Cho Nữ k07,,45000,982,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/46.jpg,0.36,41,
P0048,Flash Sale Hàn Quốc thời trang đơn ngực Đan vest của phụ nữ rắn màu ve áo không tay mỏng Tank Top,,76492,828,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/47.jpg,0.5,857,
P0049,"[5 SIZE 40-68KG TÙY CHIỀU CAO] QUẦN KAKI CO GIÃN ÔM BODY LƯNG CAO CỰC HACK DÁNG NỮ THỜI TRANG ĐI CHƠI, ĐI LÀM",,69000,115,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/48.jpg,0.65,1,
P0050,ĐẦM ÔM THUN GÂN XOẮN EO THỜI TRANG SIÊU DỄ THƯƠNG,,79000,476,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/49.jpg,0.5,10,
P0051,Dép Bít Mũi Đế Dày Phối Lưới Thời Trang Mùa Hè 2023 Mới Cho Nữ,,125300,314,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/50.jpg,0.3,39,
P0052,Dép Gấu Lười Jelly Giá Rẻ Chống Trượt Trang Chủ/Phòng Tắm H04 Sendal Slipper Empuk Comfy Man Nữ,,23300,113,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/51.jpg,0.0,1,
P0053,[Hoàn Tiền 15%] [HCM]Quần jean nữ cao cấp vải denim xịn xò không nhăn không xù không bai màu hàng chuẩn shop ( shop tự chụp ) thời trang Diễm Nhi Shop lmnoo5,,79000,75,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/52.jpg,0.47,321,
P0054,Tóc Giả Tết Bím thời trang Phong Cách Hip Hop Cho Nữ Qiqishop,,52000,434,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/53.jpg,0.0,14,
P0055,Giày Thể Thao Dệt Kim Thoáng Khí Hợp Thời Trang Đế EVA Giày Chạy Bộ Cho Nam Và Nữ Xuân Hạ Thu Phong Cách Mới,,136800,198,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/54.jpg,0.0,7,
P0056,ERSA Sandal cao gót nữ Đế Xuồng 5cm mềm mại thời trang có 2 màu tùy chọn 34,,122141,577,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/55.jpg,0.58,5,
P0057,RWEA Phong Cách Mới Phiên Bản Hàn Quốc Dép Đơn Giản Nữ Chữ Đế Mềm Đế Dày Thời Trang Tăng Chiều Cao Dép Nữ RE3,,78941,868,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/56.jpg,0.6,1,
P0058,"[Fullbox, Bill + Tất + Lọ tẩy trắng] Giày thể thao nam nữ Alexander Mcqueen 36-43",,159000,341,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/57.jpg,0.47,16,
P0059,QUẦN JEAN BAGGY NỮ XANH CHẤT BÒ XANH XÁM ĐEN 3 CÚC BẢN TO LƯNG CAO NÂNG MÔNG HOT TREND mới 2023 - DUBAI FASHION,,95000,530,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/58.jpg,0.41,11,
P0060,Mua 2 giảm 5%] Quần bò nữ lưng cao co giãn xưởng may ngọc bảo quần jean nữ ôm lưng cao,,99000,89,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/59.jpg,0.34,3,
P0061,HOÀN TIỀN 15% - Quần jean nữ cao cấpchất liệu denimfrom chuẫnảnh thật shop tự chụp thời trang DIỄM NHI SHOP KV034,,67000,662,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/60.jpg,0.55,77,
P0062,Dép Sandal Đế Dày Thời Trang Dành Cho Nữ-,,69000,745,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/61.jpg,0.23,232,
P0063,Áo croptop body cổ tròn phối viền cổ viền tay nữ tính TTSA1055,,49000,494,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/62.jpg,0.5,581,
P0064,"NICK Váy Có Dây Đeo Cho Nữ, Váy Có Dây Đeo Váy Có Dây Đeo Cổ Vuông Thời Trang Cho Nữ Váy Midi Dáng Chữ A Eo Thon",,84000,189,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/63.jpg,0.51,7,
P0065,Giày Búp Bê Mũi Nhọn Thời Trang Thanh Lịch Dành Cho Nữ,,179000,871,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/64.jpg,0.39,87,
P0066,[Lf] Quần chống muỗi Nam Nữ 100-150cm cotton quần ống rộng cho trẻ em Quần Boho dài rộng trẻ em đơn giản cho Xuân Hè,,47004,470,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/65.jpg,0.33,42,
P0067,GIÀY CAO GÓT MÃ SRLCC93 CAO 8P CÓ 2 MÀU ĐEN DA LỘN KEM DA TRƠN THỜI TRANG 2023,,75000,664,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/66.jpg,0.63,133,
P0068,Dép sục nữ đế độn hoạ tiết Mèo Cá cực hot thời trang ulzzang Hàn Quốc TH-04,,29000,494,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/67.jpg,0.52,8,
P0069,QUẦN JEAN NỮ BAGGY ỐNG SUÔNG RÁCH XANH LƯNG CAO NÂNG MÔNG PHONG CÁCH HOT TREND -DB 5641- PARIS FASHION,,85000,357,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/68.jpg,0.47,7,
P0070,Giày Thể Thao Chống Trượt Cho Nữ Mùa Thu Thường Ngày Đế Mềm Giày Thể Thao Thời Trang Phong Cách Mới 2024 Giày Thể Thao Thường Ngày,,115500,648,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/69.jpg,0.49,145,
P0071,[Hoàn Tiền 15%]Giày sục nữ da đan dáng mới thời trang cực xinh hot trend 008,,19000,924,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/70.jpg,0.83,1,
P0072,Dép sục đế cao dép nữ bánh mì cao 7CM đính sticker thời trang hottrend mẫu mới (1288),,109000,885,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/71.jpg,0.48,398,
P0073,Dép Nữ Sục Cross Đế Cao 5cm Họa Tiết Sticker Mèo Cá Chống Trơn Trượt Khử Mùi Thời Trang Phong Cách Mới EVA Ngoài Trời,,61360,578,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/72.jpg,0.31,91,
P0074,Lilyshoes Giày thể thao nữ Giày thường ngày Mẫu Mới Giày Thể Thao Hàn Quốc hợp xu hướng thời trang thoải mái mọi đôi,,109000,712,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/73.jpg,0.5,10,
P0075,MFS Chất Lượng Bán Chạy Dép Đế Dày Cotton Thời Trang Thu Đông Phong Cách Mới Của Phụ Nữ,,52500,727,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/74.jpg,0.41,92,
P0076,Giày cotton cao cổ mùa đông mới Giày ủng đi Tuyết Ấm Áp thường ngày thời trang đế mềm chống trượt,,75000,70,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/75.jpg,0.61,528,
P0077,"Tóc Giả Ngắn Nữ Nago Phong Cách Tomboy, Tóc Giả Cao Cấp Nguyên Đầu, Thời Trang Hiện Đại Cho Nữ",,99000,454,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/76.jpg,0.5,9,
P0078,Tóc giả dài thẳng với mái xiên màu sắc thời trang cho nữ hóa trang Ba - INTL,,112669,546,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/77.jpg,0.41,219,
P0079,Chứng Khoán Sẵn Sàng Men Sneakers Running Shoes Giày Phụ Nữ Giày Thể Thao Cổ Điển Lưới Thoáng Khí Giản Dị Giày Người Đàn Ông Thời Trang Trọng Lượng Nhẹ Sneakers Kích Thước 36-48,,129000,866,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/78.jpg,0.63,99,
P0080,Nữ Dáng Rộng Hàng Hóa Quần Cho Trẻ Em Mùa Hè 2024 Hip Hop Nhảy Đường Phố Quần Chuông Đáy Thời Trang Hàng Mới Về Quần Áo Trẻ Em,,175200,807,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/79.jpg,0.0,375,
P0081,Dép Nữ Sục Đế Bệt ĐÍnh Nơ Chống Trơn Trượt Thời Trang Shoes GiàY PEETIM14,,55000,122,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/80.jpg,0.3,8,
P0082,RWEA Dép Đế Xuồng Hở Ngón Thời Trang Dành Cho Nữ RE3,,136541,192,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/81.jpg,0.57,61,
P0083,Unisex Trẻ Em Nhanh Khô Cổ Tròn Áo Thun Nữ Tay Ngắn Mùa Hè Phong Cách Thể Thao Thông Thường Hàng Đầu Cho Bé Trai Và Bé Gái,,45000,236,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/82.jpg,0.0,4,
P0084,Dép Xỏ Ngón Đế Dày Chống Trượt Thời Trang Mùa Hè Dành Cho Nữ,,56000,301,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/83.jpg,0.43,383,
P0085,[HCM]Đầm Xòe Đắp Chéo Cài Hoa Misa Fashion Sang Trọng Nữ Tính Giá Rẻ - MS380 (không có túi),,134890,404,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/84.jpg,0.52,68,
P0086,Sang Trọng Nữ Trang Điểm Dụng Polyester Đựng Mỹ Phẩm Dây Kéo Đóng Cửa Du Lịch Trang Điểm Túi Bảo Quản Thời Trang Quà Tặng Giáng Sinh,,87000,716,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/85.jpg,0.0,910,
P0087,Dép Lê Nữ Mùa Hè Dép Quai Hậu Đế Dày Dép Quai Ngang Thường Ngày Dép Lê Phong Cách Hàn Quốc Giày Đi Biển Thời Trang Đi Chơi,,45000,782,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/86.jpg,0.55,26,
P0088,Xăng Đan Đế Dày Nữ 2024 Dép Đi Ngoài Trời Chống Trượt Thời Trang Mùa Hè,,39000,800,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/87.jpg,0.51,2,
P0089,HOÀN TIỀN 15% - Đầm Nữ Voan Đi Biển Mùa Hè Thanh Lịch Thời Trang Chất Liệu Mềm Mịn,,150000,911,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/88.jpg,0.42,195,
P0090,Lilyshoes Giày nữ phong cách Bắc Kinh Mới Giày Thể thao giày lười thoải mái giày của mẹ thêu thời trang,,48000,921,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/89.jpg,0.5,37,
P0091,Nữ Slim Fit Tank Top Màu Nguyên Chất Hở Lưng Áo Vest Ngắn Gợi Cảm Phong Cách Hợp Thời Trang Thiết Kế Đeo Chéo Lớp Đế Cho Bé Gái,,32500,673,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/90.jpg,0.0,777,
P0092,Giày Cao Gót Đế Dày Thời Trang Cho Nữ Mùa Xuân 2024 Phong Cách Anh Pháp JK Đế Dày Đế Xuồng Mũi Tròn Thường Ngày,,130000,794,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/91.jpg,0.31,65,
P0093,【Hàng có sẵn】Giày nhựa Native mẫu mới 2023 siêu thoáng khí - Chất liệu EVA mềm êm chống thấm nước - Mã 36-45,,69000,589,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/92.jpg,0.62,42,
P0094,Set bộ đồ bà ba thời trang nữ mặc đi chùa chất áo tơ 2 lớp cổ tròn tay ngắn hoa ngực quần tuyết nhung có lót dài maxi,,186000,782,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/93.jpg,0.44,7,
P0095,Dép Sandal Đế Dày Tăng Chiều Cao Thời Trang Dành Cho Nữ,,72800,556,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/94.jpg,0.33,19,
P0096,Xăng Đan Cao Gót Nữ Mẫu Mới Xăng Đan Chống Trượt Độn Đế Đi Bên Ngoài Mùa Hè Xăng Đan Thời Trang Nữ 2024,,65000,707,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/95.jpg,0.5,23,
P0097,Giày thể thao nam sneaker Force1 Full Trắng sang trọng,,149000,382,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/96.jpg,0.48,40,
P0098,TM Store Giày thể thao nam mới Giày Chạy Bộ Giày thường ngày hợp thời trang đế mềm thoải mái ngoài trời,,59000,840,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/97.jpg,0.5,45,
P0099,Qiaoyuluo thoáng khí mới nam trắng tinh Giày sinh viên nhẹ Giày trượt hợp thời trang giày nam,,99000,360,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/98.jpg,0.68,664,
P0100,Edge Wardrobe Phiên Bản Hàn Quốc Giày Nam Giày Thể Thao Thời Trang Phong Cách Mới Đế Mềm Da Bề Mặt Cặp Đôi Giày Bố Giá Trị Cao,,110000,740,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/99.jpg,0.08,152,
P0101,Giày nam thể thao trắng phối đen kiểu dáng đơn giản đi chơi du lịch phối đồ cực đẹp,,75000,956,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/100.jpg,0.5,62,
P0102,QUẦN JEANS CHẤT BÒ ỐNG SUÔNG RỘNG NỮ LƯNG CẠP CAO RÁCH PHONG CÁCH SANG CHẢNH - DB 0724 - DUBAI FASHION,,109000,604,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/101.jpg,0.39,189,
P0103,Lilyshoes Giày thể thao thường ngày cho nam mới giày vải bố đa năng thời trang Giày chạy thường ngày ngoài trời,,99000,697,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/102.jpg,0.49,660,
P0104,Lilyshoes Giày Thể Thao Nam Mẫu Mới Giày Đế Mềm Thoải Mái Giày Thường Ngày Hợp Thời Trang Giày Chạy Bộ Thoáng Khí Nhẹ,,53000,537,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/103.jpg,0.5,696,
P0105,[HCM]Giày thể thao sneaker nam nữ chạy bộ tập gym tập thể thao giày học sinh sinh viên thời trang,,149000,90,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/104.jpg,0.15,10,
P0106,QUẦN JEAN NỮ CHẤT BÒ XANH ỐNG LOE NỮ TUA CAO CẤP SANG CHẢNH LƯNG CAO NÂNG MÔNG SANG CHẢNH MỚI - DUBAI FASHION,,119000,180,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/105.jpg,0.46,45,
P0107,Giày thể thao nam thường ngày Giày thể thao thời trang chạy Giày đi bộ cho nam Giày sneaker da kích thước lớn 38-48,,181264,558,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/106.jpg,0.24,9,
P0108,QUẦN JEANS CHẤT BÒ ỐNG RỘNG NỮ LƯNG CẠP CAO RÁCH PHONG CÁCH CAO CẤP MỚI - DB 5687 - PARIS FASHION,,89000,441,C:/Users/ASUS/Desktop/T/ĐAN_KLTN/getImages/107.jpg,0.44,140,
